-BEGIN HEADER-,,,,,,,,,,,Denver
2023,3,18,6.43,10.38,6.66,1.03,0.8,1.43,0.29,15.18,110.98
2023,3,19,6.18,8.2,6.6,1.4,0.77,1.38,0.27,14.65,107.15
2023,3,20,4.05,1.78,6.43,2.94,0.5,1.04,0.21,10.85,75.29
2023,3,21,5.04,4.53,6.61,2.74,0.62,1.23,0.24,12.83,91.18
2023,3,22,3.03,1.46,6.5,2.2,0.37,0.98,0.2,8.61,59.19
2023,3,23,5.2,5.08,6.76,2.49,0.62,1.41,0.28,13.1,93.34
2023,3,24,4.65,4.5,6.71,2.36,0.55,1.2,0.23,11.66,83.36
2023,3,25,5.4,5.73,7.03,2.27,0.64,1.16,0.23,13.07,93.87
2023,3,26,5.07,3.2,6.88,3.35,0.59,1.02,0.2,12.44,89.17
2023,3,27,4.1,2.49,7.1,2.86,0.48,0.88,0.18,10.45,73.7
2023,3,28,6.86,9.73,7.07,1.17,0.8,1.45,0.29,16.67,120.82
2023,3,29,5.97,5.92,6.92,2.51,0.69,1.49,0.3,15,107.86
2023,3,30,6.04,6.34,7.06,2.31,0.69,-999,0.34,15.02,107.95
2023,3,31,5.14,5.1,7.27,2.34,0.59,1.48,0.3,13.03,91.79
2023,4,1,6.66,9.46,7.19,1.16,0.75,1.77,0.35,16.11,118.12
2023,4,2,6.42,9.06,7.18,1.39,0.72,1.63,0.33,15.8,115.18
2023,4,3,5.9,4.57,7.2,3.27,0.66,1.49,0.3,14.9,106.28
2023,4,4,3.22,1.14,7.45,2.51,0.35,0.91,0.18,8.91,60.89
2023,4,5,4.82,3.37,7.56,2.93,0.53,1.17,0.23,12.28,86.5
2023,4,6,7.26,10.43,7.64,1.27,0.79,1.61,0.32,17.42,126.7
2023,4,7,6.28,7.31,7.47,1.98,0.68,1.62,0.32,15.8,113.5
2023,4,8,4.06,1.4,7.33,3.18,0.44,1.2,0.23,11.16,76.96
2023,4,9,6.49,6.36,7.35,2.58,0.7,1.61,0.32,16.04,116.7
2023,4,10,7.32,10.32,7.5,1.27,0.77,1.88,0.38,17.57,129.95
2023,4,11,7.41,10.24,7.51,1.13,0.78,2.08,0.41,17.98,132.86
2023,4,12,6.49,6.57,7.5,2.41,0.68,1.99,0.4,16.45,118.2
2023,4,13,5.1,2.11,7.65,3.69,0.53,1.71,0.34,13.54,93.88
2023,4,14,2.62,0.96,7.42,2.01,0.27,0.94,0.19,7.68,52.25
2023,4,15,6.08,6.66,7.93,2.24,0.62,1.62,0.32,15.06,108.01
2023,4,16,7.46,10.39,7.82,1.2,0.77,1.95,0.39,18.07,132.59
2023,4,17,6.99,7.1,7.87,2.36,0.71,2.17,0.43,17.51,125.66
2023,4,18,7.01,6.18,7.95,2.88,0.71,2.12,0.42,17.62,125.91
2023,4,19,5.2,3.88,7.9,3.11,0.52,1.57,0.31,13.5,95.44
2023,4,20,5.94,4.77,8.19,3.08,0.59,1.6,0.32,14.88,105.3
2023,4,21,4.86,1.87,7.66,3.7,0.48,1.23,0.23,12.3,88.11
2023,4,22,4.2,1.57,8.11,3.22,0.41,1.27,0.24,11.7,79.6
2023,4,23,6.4,5.87,8.06,2.59,0.63,1.71,0.34,16.24,115.64
2023,4,24,5.69,3.69,8.02,3.27,0.55,1.71,0.34,14.91,104.87
2023,4,25,3.7,2.61,7.89,2.28,0.36,1.18,0.23,10.13,70.84
2023,4,26,5.37,3.86,8.23,3.07,0.52,1.64,0.32,14.49,100.32
2023,4,27,5.8,3.61,7.99,3.39,0.56,1.65,0.33,15.05,106.53
2023,4,28,7.03,7.01,8.31,2.44,0.68,1.87,0.38,17.72,126.62
2023,4,29,7.48,9.05,8.23,1.81,0.72,2.12,0.42,18.86,136.07
2023,4,30,7.15,7.87,8.2,2.19,0.68,2.17,0.43,18.01,129.95
2023,5,1,6.18,4.86,8.1,3.08,0.59,1.88,0.38,16.05,114.55
2023,5,2,4.69,2.55,8.02,2.92,0.45,1.45,0.29,12.56,88.63
2023,5,3,7,5.46,8.31,2.85,0.66,2.14,0.43,17.82,127.02
2023,5,4,4.64,2.79,8.33,2.95,0.44,1.48,0.3,12.84,89.12
2023,5,5,6.44,7.2,8.53,2.28,0.6,1.85,0.37,16.45,118.3
2023,5,6,7.49,6.97,8.61,2.79,0.7,2.33,0.46,19.04,135.65
2023,5,7,5.77,3.11,8.47,3.78,0.54,1.82,0.36,15.2,106.87
2023,5,8,5.82,4.51,8.52,3.02,0.54,1.88,0.38,15.44,108.59
2023,5,9,7.36,7.83,8.68,2.31,0.68,2.48,0.49,18.94,134.75
2023,5,10,3.5,2.52,8.32,1.93,0.32,1.3,0.27,9.79,67.55
2023,5,11,2.39,1.13,8.61,1.77,0.22,0.9,0.18,7.66,50.45
2023,5,12,5.13,2.55,8.68,3.37,0.47,1.81,0.36,14.55,98.71
2023,5,13,3.61,1.53,8.65,2.59,0.33,1.33,0.27,10.66,71.48
2023,5,14,5.04,2.76,8.59,3.19,0.46,1.91,0.38,14.16,97.16
2023,5,15,4.82,2.24,8.51,3.29,0.44,1.87,0.38,13.74,94.25
2023,5,16,6.65,6.14,8.66,2.78,0.6,2.32,0.46,17.47,123.88
2023,5,17,6.57,5.04,8.57,3.4,0.59,2.3,0.46,17.34,123.09
2023,5,18,4.23,1.84,8.44,2.98,0.38,1.56,0.31,11.98,82.78
2023,5,19,2.85,1.1,7.51,2.09,0.26,0.99,0.2,7.8,55.5
2023,5,20,4.83,2.29,8.35,3.17,0.43,1.74,0.35,13.24,93.52
2023,5,21,7.35,5.98,8.58,3.06,0.66,2.41,0.48,18.52,133.85
2023,5,22,5.78,3.38,7.52,3.46,0.52,1.68,0.34,13.26,103.55
2023,5,23,6.31,4.12,7.34,3.2,0.56,1.79,0.35,14.08,110.62
2023,5,24,4.22,1.45,8.3,3.2,0.38,1.45,0.29,11.72,82.44
2023,5,25,6.38,6.19,8.87,2.2,0.56,2.14,0.43,16.88,119.59
2023,5,26,5.7,5.65,8.83,2.47,0.5,1.71,0.34,15.09,108.38
2023,5,27,7.09,6.36,8.96,2.99,0.62,2.33,0.46,18.48,131.62
2023,5,28,6.59,5.39,9.05,3.16,0.58,2.21,0.45,17.39,122.43
2023,5,29,7.86,8.3,9.05,2.52,0.69,2.61,0.52,20.27,145.05
2023,5,30,6.34,5.32,8.99,3.27,0.55,2.08,0.41,16.74,118.75
2023,5,31,4.76,3.58,8.94,2.66,0.41,1.59,0.32,12.98,90.84
2023,6,1,5.19,3.11,8.8,3.16,0.45,1.82,0.37,14.26,99.6
2023,6,2,5.76,3.8,8.92,3.48,0.5,1.99,0.4,15.59,108.94
2023,6,3,3.58,1.16,8.7,2.78,0.31,1.32,0.27,10.65,72.17
2023,6,4,3.52,1.25,8.68,2.66,0.3,1.38,0.28,10.63,71.41
2023,6,5,4.44,2.15,8.62,3.03,0.38,1.56,0.31,12.27,85.87
2023,6,6,5.24,4.95,8.94,2.07,0.45,1.8,0.36,13.99,98.92
2023,6,7,4.68,4.02,8.9,2.33,0.41,1.68,0.34,12.75,89.45
2023,6,8,6.49,2.99,9.03,4.35,0.56,2.36,0.47,17.27,120.52
2023,6,9,5.38,3.28,9,3.28,0.47,1.79,0.36,14.72,102.62
2023,6,10,5.65,5.34,8.96,2.54,0.49,1.84,0.37,15.11,107.68
2023,6,11,4.01,2.86,8.76,2.23,0.34,1.38,0.27,11.08,76.9
2023,6,12,3.21,1.59,8.99,2.31,0.27,1.09,0.22,9.25,63.4
2023,6,13,4.14,1.65,8.78,3.1,0.36,1.45,0.29,11.8,81.2
2023,6,14,6.56,5.22,8.74,2.95,0.56,2.16,0.43,16.84,121.21
2023,6,15,5.57,2.84,8.89,3.59,0.48,1.99,0.4,15.32,106.44
2023,6,16,3.29,1.43,8.9,2.3,0.28,1.33,0.27,9.79,65.73
2023,6,17,5.4,3.65,9.12,3.07,0.47,2.02,0.4,14.89,103.13
2023,6,18,7.56,7.2,9.06,3.08,0.65,2.67,0.53,19.88,141.31
2023,6,19,9.18,12.6,9.31,0.99,0.79,3.29,0.64,23.16,167.41
2023,6,20,7.58,8.31,9.22,1.73,0.66,3.05,0.59,19.73,139.79
2023,6,21,7.83,8.56,9.09,2.18,0.67,3.01,0.58,20.11,144.51
2023,6,22,6.63,5.76,8.87,2.75,0.57,2.62,0.52,17.62,125.33
2023,6,23,8.83,11.13,9.27,1.45,0.76,3.41,0.66,22.51,161.82
2023,6,24,9.38,12.91,9.46,0.86,0.81,3.55,0.68,23.38,169.06
2023,6,25,9.02,11.91,9.31,1.18,0.78,3.55,0.68,22.72,164.29
2023,6,26,9.05,11.94,9.25,1.03,0.78,3.67,0.7,23.04,166.13
2023,6,27,8.21,8.81,9.04,2.41,0.71,3.3,0.63,21,151.07
2023,6,28,8.39,9.97,9.23,1.53,0.73,3.3,0.63,21.61,154.34
2023,6,29,6.75,6.11,8.99,2.36,0.59,2.78,0.54,17.97,126.57
2023,6,30,4.55,2.57,8.93,2.94,0.39,1.84,0.37,12.67,88.05
2023,7,1,8.42,10.4,9.18,1.46,0.73,3.02,0.59,21.62,154.95
2023,7,2,7.45,8.03,9.04,2.69,0.65,2.86,0.56,19.54,139.56
2023,7,3,8.36,9.49,9.16,1.76,0.73,3.32,0.64,21.5,153.84
2023,7,4,6.32,5.26,8.71,2.7,0.55,2.7,0.52,17.09,121.28
2023,7,5,5.01,3.43,8.78,2.47,0.44,2.21,0.43,13.89,96.13
2023,7,6,6.99,6.64,8.79,2.54,0.61,2.77,0.54,18.27,130.7
2023,7,7,6.72,6.65,8.7,2.19,0.59,2.76,0.53,17.67,125.94
2023,7,8,7.48,7.6,8.9,2.41,0.66,3.1,0.59,19.68,140.05
2023,7,9,7.97,9.06,8.91,2.19,0.7,3.13,0.6,20.35,147.05
2023,7,10,6.85,6.36,8.91,2.7,0.6,2.84,0.55,18.23,128.54
2023,7,11,8.73,11.47,8.97,1.07,0.77,3.47,0.66,22.34,161.64
2023,7,12,7.28,7.65,8.96,2.42,0.64,3.05,0.59,19.01,135.33
2023,7,13,6.91,6.89,8.82,2.77,0.61,2.94,0.56,18.23,129.63
2023,7,14,8.3,9.88,8.94,1.8,0.73,3.45,0.65,21.14,152.49
2023,7,15,8.03,8.79,8.79,2.23,0.71,3.23,0.62,20.66,148.77
2023,7,16,8.81,11.98,8.87,0.93,0.78,3.43,0.66,22.23,162.69
2023,7,17,7.71,8.28,8.92,2.09,0.69,3.27,0.62,19.91,142.24
2023,7,18,6.4,6.02,8.48,2.55,0.57,2.73,0.53,17.11,121.9
2023,7,19,6.24,5.02,8.4,3.04,0.55,2.67,0.52,16.7,118.82
2023,7,20,6.05,5.34,8.33,2.57,0.54,2.59,0.5,16.27,115.85
2023,7,21,8.42,10.23,8.83,1.49,0.76,3.45,0.65,21.23,153.76
2023,7,22,8.15,9.83,8.73,1.71,0.73,3.3,0.62,20.74,150.1
2023,7,23,7.02,7.26,8.64,2.03,0.63,3.09,0.59,18.29,130.56
2023,7,24,6.95,7.2,8.48,2.02,0.63,3.12,0.59,18.41,131.45
2023,7,25,6.82,5.91,8.41,2.75,0.62,3,0.57,18.22,129.66
2023,7,26,6.69,6.89,8.38,2.48,0.61,2.88,0.55,17.63,126.85
2023,7,27,6.18,5.48,8.46,2.77,0.56,2.84,0.55,16.47,117.03
2023,7,28,6.15,5.92,8.29,2.58,0.56,2.72,0.52,16.45,118.27
2023,7,29,5.95,5.71,8.32,2.32,0.55,2.71,0.52,15.96,113.02
2023,7,30,4.94,4.62,8.26,2.05,0.45,2.18,0.42,13.54,95.72
2023,7,31,5.35,5.25,8.18,1.87,0.49,2.44,0.46,14.38,102.55
2023,8,1,4.62,3.45,8.06,2.01,0.43,2.19,0.41,12.68,88.96
2023,8,2,5.74,4.86,8.19,2.8,0.53,2.42,0.47,15.61,110.09
2023,8,3,7.04,7.89,8.23,2.26,0.66,2.78,0.54,18.42,132.63
2023,8,4,7.22,8.28,8.3,2.23,0.68,2.85,0.55,18.75,134.59
2023,8,5,6.77,7.18,8.18,2.33,0.64,2.66,0.52,17.75,127.2
2023,8,6,4.92,3.65,8.1,2.42,0.46,2.04,0.4,13.61,94.35
2023,8,7,6.48,6.54,8.09,2.35,0.62,2.51,0.49,16.97,121.5
2023,8,8,6.51,6.01,8.25,2.9,0.62,2.35,0.46,16.87,120.19
2023,8,9,8.05,10.85,8.08,1.03,0.77,2.81,0.55,20.05,147.86
2023,8,10,6.19,6.09,8.06,2.35,0.59,2.34,0.46,16.2,115.55
2023,8,11,5.3,4.62,7.85,2.61,0.51,2.06,0.41,14.42,101.96
2023,8,12,3.83,1.85,7.77,2.6,0.37,1.7,0.34,11.23,75.79
2023,8,13,4.7,4.12,7.92,2.27,0.45,2.01,0.39,13.2,90.71
2023,8,14,7.28,8.37,7.84,1.72,0.71,2.84,0.54,18.61,135.01
2023,8,15,7.95,11.28,8.05,0.9,0.78,2.89,0.55,20,145.93
2023,8,16,6.6,7.14,7.83,2.18,0.65,2.55,0.5,17.27,124.03
2023,8,17,6.53,7.56,7.67,1.65,0.65,2.61,0.5,17.17,123.46
2023,8,18,5.95,5.62,7.64,2.34,0.59,2.39,0.46,16.05,113.56
2023,8,19,6.49,7.47,7.66,1.96,0.65,2.56,0.5,16.96,122.28
2023,8,20,7.71,9.73,7.84,1.44,0.77,3.15,0.59,19.34,141.12
2023,8,21,7.39,9.95,7.75,1.25,0.75,-999,0.56,18.45,135.55
2023,8,22,6.07,5.62,7.44,2.54,0.62,2.55,0.48,15.73,113.33
2023,8,23,5.5,4.46,7.42,2.82,0.56,2.36,0.45,14.58,103.74
2023,8,24,5.65,5.83,7.33,2.08,0.58,2.44,0.47,14.93,107.05
2023,8,25,2.13,0.97,7.2,1.56,0.22,1.1,0.22,6.8,44.09
2023,8,26,4.55,2.56,7.23,2.84,0.47,2.08,0.4,12.83,88.44
2023,8,27,5.52,5.28,7.36,2.26,0.58,2.35,0.45,14.69,104.32
2023,8,28,5.69,5.85,7.38,2.26,0.59,2.34,0.45,14.85,106.27
2023,8,29,7.33,10.71,7.54,1.05,0.77,2.74,0.52,18.07,132.8
2023,8,30,6.67,8.75,7.26,1.6,0.71,2.59,0.5,17.2,124.91
2023,8,31,6.77,8.93,7.29,1.42,0.73,2.59,0.5,17.25,125.43
2023,9,1,6.44,8.09,7.21,1.7,0.7,2.54,0.48,16.65,120.24
2023,9,2,5.13,3.29,7.01,3.13,0.55,2.26,0.43,13.88,98.05
2023,9,3,4.8,4.33,6.98,2.24,0.52,2.1,0.4,13.04,91.95
2023,9,4,6.67,9.41,7.15,1.41,0.73,2.59,0.49,17.01,123.76
2023,9,5,6.8,9.38,7.2,1.41,0.75,2.41,0.46,16.98,123.84
2023,9,6,7.09,11.23,7.05,0.64,0.79,2.55,0.49,17.56,129.92
2023,9,7,7.06,11.12,7.04,0.72,0.79,2.59,0.49,17.38,128.54
2023,9,8,6.85,10.16,6.98,0.92,0.77,2.41,0.47,16.8,124.19
2023,9,9,5.74,6.79,6.86,1.64,0.65,2.16,0.41,14.6,105.75
2023,9,10,3.48,1.96,6.46,2.32,0.4,1.42,0.27,9.53,66.32
2023,9,11,3.81,2.21,6.63,2.51,0.44,1.59,0.3,10.55,72.78
2023,9,12,5.88,7.34,6.65,1.56,0.68,2.02,0.39,14.76,107.93
2023,9,13,5.23,5.31,6.68,2.34,0.61,1.85,0.35,13.21,95.54
2023,9,14,3.67,1.77,6.37,2.5,0.43,1.52,0.29,10.18,70.09
2023,9,15,2.36,1.23,6.23,1.7,0.28,0.99,0.19,6.89,46.65
2023,9,16,6.62,10.51,6.62,0.71,0.79,2.05,0.41,15.85,118.7
2023,9,17,6.08,8.34,6.53,1.25,0.73,2.02,0.39,14.91,109.96
2023,9,18,4.49,2.92,6.37,2.83,0.55,1.7,0.32,11.81,83.51
2023,9,19,4.37,4.14,6.27,2.07,0.53,1.6,0.3,11.26,80.59
2023,9,20,5.15,5.74,6.3,2.03,0.63,1.77,0.34,12.97,94.31
2023,9,21,5.29,6.76,6.25,1.7,0.66,1.75,0.34,13.23,96.62
2023,9,22,6.39,10.9,6.37,0.58,0.8,1.99,0.39,15.23,114.44
2023,9,23,6.16,8.92,6.31,1.05,0.77,1.99,0.39,14.64,109.16
2023,9,24,6.31,10.81,6.27,0.57,0.8,2.01,0.39,14.85,111.88
2023,9,25,6.2,10.68,6.17,0.56,0.8,1.91,0.38,14.68,110.77
2023,9,26,5.95,9.62,6.05,0.79,0.77,1.89,0.37,14.23,106.9
2023,9,27,6.01,10.44,5.98,0.54,0.78,1.97,0.38,14.48,108.99
2023,9,28,5.7,8.7,5.89,1,0.75,1.93,0.38,13.88,103.78
2023,9,29,5.74,8.79,5.87,0.99,0.76,1.94,0.38,14,104.63
2023,9,30,5.01,6,5.79,1.7,0.67,1.79,0.34,12.39,90.94
2023,10,1,4.8,6.22,5.67,1.74,0.65,1.68,0.31,12.01,87.84
2023,10,2,3.91,3.76,5.54,1.71,0.53,1.46,0.28,10.25,72.7
2023,10,3,4.27,4.72,5.73,1.85,0.59,1.48,0.28,10.89,77.7
2023,10,4,4.55,5.58,5.58,1.61,0.63,1.4,0.27,11.31,82.29
2023,10,5,5.48,9.52,5.55,0.71,0.77,1.67,0.33,13.14,98.82
2023,10,6,4.23,5.99,5.47,1.24,0.6,1.41,0.27,10.59,77.01
2023,10,7,5.46,10.02,5.45,0.54,0.78,1.5,0.3,13.06,98.87
2023,10,8,5.5,10.33,5.49,0.5,0.8,1.4,0.28,12.91,97.95
2023,10,9,5.08,8.39,5.34,0.89,0.74,1.38,0.27,12.25,91.61
2023,10,10,4.5,6.54,5.27,1.18,0.66,1.23,0.24,11,80.98
2023,10,11,3.3,3.91,5.13,1.52,0.49,0.98,0.2,8.55,61.29
2023,10,12,2.84,1.84,5.22,1.88,0.42,0.92,0.18,7.65,52.61
2023,10,13,4.87,8.53,5.21,0.83,0.73,1.23,0.24,11.52,86.69
2023,10,14,4.65,6.9,5.07,1.37,0.71,1.32,0.26,11.12,83.66
2023,10,15,5,9.36,5.01,0.6,0.77,1.39,0.27,11.8,90.23
2023,10,16,4.94,9.43,4.9,0.55,0.77,1.38,0.27,11.69,89.66
2023,10,17,4.85,8.68,4.88,0.7,0.77,1.31,0.26,11.45,87.46
2023,10,18,4.3,6.66,4.83,1.56,0.69,1.14,0.22,10.44,78.38
2023,10,19,4.88,9.76,4.84,0.48,0.78,1.22,0.24,11.38,87.45
2023,10,20,4.85,9.79,4.82,0.46,0.79,1.26,0.25,11.3,86.77
2023,10,21,4.7,8.55,4.8,0.94,0.77,1.24,0.24,10.88,83.18
2023,10,22,4.54,8.46,4.58,0.77,0.75,1.2,0.24,10.62,81.59
2023,10,23,4.47,8.31,4.56,0.65,0.75,1.19,0.23,10.62,80.99
2023,10,24,3.1,2.58,4.38,1.86,0.52,0.94,0.18,7.84,56.85
2023,10,25,4.49,8.84,4.48,0.58,0.77,1.08,0.22,10.26,79.55
2023,10,26,3.93,7.14,4.42,0.76,0.68,1.08,0.21,9.34,70.85
2023,10,27,3.99,6.64,4.4,1.11,0.7,1.02,0.2,9.38,70.8
2023,10,28,1.16,0.61,4.26,0.88,0.2,0.38,0.08,3.46,22.88
2023,10,29,2.03,1.55,4.36,1.41,0.36,0.55,0.11,5.49,37.7
2023,10,30,4.3,8.22,4.54,0.62,0.77,0.92,0.19,9.98,74.52
2023,10,31,4.31,9.1,4.33,0.56,0.79,0.97,0.2,10.05,76.62
2023,11,1,3.16,4.71,4.23,1.11,0.59,0.83,0.16,7.69,57
2023,11,2,3.37,5.32,4.11,1.16,0.62,0.81,0.16,8.09,60.68
2023,11,3,3.48,5.51,4.04,1.21,0.66,0.82,0.16,8.32,62.82
2023,11,4,3.81,7.24,4.04,0.91,0.73,0.76,0.16,8.75,67.75
2023,11,5,3.65,5.8,3.95,1.2,0.7,0.76,0.16,8.52,65.27
2023,11,6,3.39,5.5,3.84,1.23,0.66,0.72,0.15,7.93,60.94
2023,11,7,3.89,8.19,3.91,0.59,0.77,0.81,0.16,8.78,68.81
2023,11,8,1.53,1.28,3.77,1.03,0.3,0.44,0.09,4.03,27.97
2023,11,9,3.5,6.76,3.88,0.81,0.7,0.71,0.14,7.87,60.86
2023,11,10,3.66,7.72,3.88,0.68,0.74,0.66,0.13,8.16,63.8
2023,11,11,3.66,7.69,3.83,0.78,0.75,0.63,0.12,8.14,63.77
2023,11,12,3.72,8.36,3.79,0.58,0.77,0.68,0.14,8.23,64.94
2023,11,13,3.56,7.02,3.73,0.99,0.74,0.63,0.12,7.98,62.41
2023,11,14,3.51,7.53,3.64,0.67,0.74,0.62,0.12,7.83,61.77
2023,11,15,3.15,4.47,3.6,1.41,0.67,0.65,0.13,7.22,55.2
2023,11,16,2.56,4.38,3.47,0.92,0.55,0.49,0.1,6.16,46.5
2023,11,17,3.37,7.57,3.52,0.58,0.73,0.62,0.12,7.51,59.34
2023,11,18,2.8,3.79,3.44,1.5,0.62,0.55,0.11,6.59,50.21
2023,11,19,1.21,0.62,3.37,0.99,0.27,0.28,0.05,3.47,23.04
2023,11,20,1.29,1.18,3.29,0.84,0.29,0.28,0.05,3.45,24.02
2023,11,21,3.39,8.15,3.46,0.47,0.77,0.54,0.11,7.48,59.33
2023,11,22,3.26,7.56,3.39,0.55,0.74,0.55,0.11,7.19,57.18
2023,11,23,1.93,0.88,3.16,1.61,0.44,0.41,0.09,4.95,35.21
2023,11,24,1.37,1.24,3.15,0.92,0.32,0.26,0.05,3.53,24.82
2023,11,25,1.4,1.37,3.25,0.96,0.33,0.27,0.05,3.64,25.6
2023,11,26,2.71,6.06,3.37,0.65,0.64,0.4,0.08,5.97,46.47
2023,11,27,3.24,7.85,3.34,0.58,0.77,0.51,0.1,6.99,55.41
2023,11,28,3.18,7.67,3.3,0.59,0.76,0.48,0.1,6.85,54.47
2023,11,29,2.43,3.66,3.21,1.18,0.59,0.39,0.08,5.62,42.52
2023,11,30,2.66,4.25,3.11,1.12,0.64,0.39,0.08,5.96,46.16
2023,12,1,2.09,2.07,3.06,1.32,0.51,0.3,0.06,4.98,36.72
2023,12,2,1.95,3.26,3.19,0.9,0.48,0.28,0.05,4.49,33.94
2023,12,3,1.27,1.44,3.09,0.81,0.31,0.2,0.04,3.25,23.09
2023,12,4,2.18,2.91,3.07,1.24,0.54,0.31,0.06,5.16,38.52
2023,12,5,2.86,6.91,3,0.61,0.71,0.41,0.08,6.27,50.56
2023,12,6,2.97,7.93,3.04,0.41,0.74,0.44,0.09,6.46,52.22
2023,12,7,2.9,7.34,3.04,0.53,0.73,0.44,0.09,6.39,51.01
2023,12,8,1.47,0.83,2.98,1.18,0.38,0.24,0.05,3.8,26.59
2023,12,9,1.93,2.65,3.06,1.14,0.49,0.23,0.05,4.56,33.61
2023,12,10,1.82,1.53,2.97,1.38,0.46,0.24,0.05,4.41,32.2
2023,12,11,2.52,4.81,2.93,0.89,0.65,0.34,0.07,5.84,44.85
2023,12,12,1.6,0.92,2.81,1.3,0.41,0.24,0.05,4.12,29.17
2023,12,13,2.07,1.71,2.79,1.47,0.53,0.29,0.05,5.02,37.09
2023,12,14,2.49,3.7,2.85,1.18,0.64,0.3,0.06,5.78,43.97
2023,12,15,2.8,6.48,2.92,0.8,0.73,0.32,0.06,6.09,48.39
2023,12,16,2.84,6.62,2.91,0.66,0.74,0.33,0.06,6.16,49.23
2023,12,17,2.91,7.6,2.89,0.46,0.76,0.33,0.06,6.12,50.14
2023,12,18,1.89,1.02,2.9,1.53,0.49,0.27,0.05,4.66,33.66
2023,12,19,2.25,1.67,2.77,1.66,0.59,0.29,0.05,5.25,39.66
2023,12,20,2.36,2.91,2.79,1.35,0.62,0.3,0.06,5.51,42.05
2023,12,21,2.44,4.79,2.82,0.86,0.64,0.32,0.06,5.55,43.29
2023,12,22,2.79,6.14,2.85,0.75,0.73,0.33,0.06,5.98,48.6
2023,12,23,1.84,1.31,2.79,1.41,0.48,0.25,0.05,4.51,33.25
2023,12,24,1.87,1.66,2.95,1.38,0.48,0.25,0.05,4.6,32.91
2023,12,25,2.66,5.04,3.01,0.96,0.7,0.29,0.05,5.77,45.02
2023,12,26,2.02,2.52,2.94,1.16,0.52,0.24,0.05,4.82,35.62
2023,12,27,2.79,5.9,3.01,0.92,0.73,0.32,0.06,6.02,47.73
2023,12,28,3,7.93,3.01,0.49,0.77,0.34,0.07,6.32,51.22
2023,12,29,2.94,7.63,2.93,0.47,0.76,0.32,0.06,6.21,50.89
2023,12,30,2.83,6.61,2.96,0.79,0.73,0.33,0.06,6.04,48.81
2023,12,31,2.19,1.73,2.89,1.6,0.56,0.3,0.06,5.18,38.73
2024,1,1,2.57,4.36,2.93,1.1,0.66,0.32,0.06,5.73,44.85
2024,1,2,2.96,7.6,2.98,0.49,0.75,0.34,0.07,6.25,51.12
2024,1,3,2.84,5.49,3.04,0.93,0.72,0.34,0.07,6.13,48.73
2024,1,4,1.83,0.82,2.86,1.54,0.46,0.27,0.05,4.6,33.03
2024,1,5,2.45,3.12,2.99,1.38,0.61,0.28,0.05,5.52,41.98
2024,1,6,2.88,6.18,3.16,0.73,0.72,0.3,0.05,6.12,48.53
2024,1,7,2.38,1.72,3.1,1.72,0.59,0.23,0.05,5.53,41.27
2024,1,8,2.35,3.05,3.18,1.34,0.58,0.22,0.04,5.3,39.82
2024,1,9,2.4,3.38,3.14,1.36,0.59,0.22,0.04,5.45,41.55
2024,1,10,2.53,3.35,3.26,1.3,0.62,0.29,0.05,5.7,43.18
2024,1,11,1.79,1.29,3.23,1.36,0.43,0.2,0.04,4.34,31.26
2024,1,12,2.19,2.42,3.3,1.39,0.52,0.23,0.05,4.98,37.38
2024,1,13,2.77,4.43,3.34,1.18,0.66,0.32,0.06,6.18,47.25
2024,1,14,1.82,2.49,3.27,1.03,0.43,0.23,0.05,4.36,32.34
2024,1,15,1.32,1.29,3.38,0.94,0.31,0.2,0.04,3.38,23.88
2024,1,16,2.81,4.82,3.39,1.16,0.66,0.34,0.06,6.32,48.44
2024,1,17,2,2.04,3.32,1.25,0.46,0.34,0.07,4.98,36.22
2024,1,18,2.64,3.98,3.34,1.32,0.6,0.38,0.08,6.07,46
2024,1,19,2.41,3.39,3.33,1.27,0.55,0.36,0.07,5.77,43.02
2024,1,20,2.63,2.49,3.3,1.57,0.59,0.42,0.09,6.28,47.05
2024,1,21,1.9,0.7,3.37,1.64,0.42,0.32,0.06,5.05,35.16
2024,1,22,2.68,3,3.41,1.51,0.59,0.37,0.08,6.39,47.56
2024,1,23,2.77,3.99,3.4,1.28,0.6,0.37,0.07,6.37,48.38
2024,1,24,2.4,1.71,3.51,1.83,0.52,0.35,0.07,5.97,42.99
2024,1,25,3.01,3.64,3.54,1.67,0.65,0.39,0.08,6.93,52.56
2024,1,26,1.86,1.18,3.33,1.41,0.39,0.26,0.05,4.65,33.26
2024,1,27,3.73,8.41,3.75,0.59,0.78,0.44,0.09,8.09,63.82
2024,1,28,3.59,7.47,3.68,0.7,0.74,0.47,0.09,8.15,63.78
2024,1,29,3.15,4.96,3.69,1.32,0.65,0.48,0.09,7.41,56.48
2024,1,30,3.84,8.65,3.82,0.54,0.78,0.55,0.11,8.45,66.88
2024,1,31,3.26,3.88,3.82,1.96,0.66,0.52,0.1,7.62,57.55
2024,2,1,3.8,7.9,3.85,0.69,0.76,0.56,0.11,8.62,67.49
2024,2,2,2.8,1.66,3.81,2.04,0.55,0.52,0.1,7.12,51.04
2024,2,3,0.93,0.47,3.98,0.76,0.18,0.18,0.04,2.7,18.16
2024,2,4,4.06,8.62,4.09,0.7,0.78,0.62,0.12,9.32,70.91
2024,2,5,4.04,7.93,4.07,0.71,0.77,0.7,0.14,9.38,71.66
